OTU#,Genus RDP,Kingdom,Phylum,Class ,Order,Family,Genus ,Species,Sample1,Sample2,Sample3,Sample4,Sample5,Sample6,Sample7,Sample8,Sample9,Sample10,Sample11,Sample12 
OTU403,Chloroflexi_Dehalococcoidia_Dehalococcoidales_Dehalococcoidaceae_Dehalococcoides,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides,,,0.001229734,0.002166586,0.00401344,0.00029811,0,0.000178742,0.000878134,0.001162668,0.000326897,0.00052628,0,0
OTU404,Chloroflexi_Dehalococcoidia_Dehalococcoidales_Dehalococcoidaceae_other_Dehalococcoides,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,other,Dehalococcoides,,0.000552126,0.0008225,0.001796715,0.000137589,0,0.000268112,0.000195141,0.000475637,0.000283311,0.000228817,0.000106822,0.000165017
OTU405,Chloroflexi_Dehalococcoidia_Dehalococcoidales_Dehalococcoidaceae_unknown_Dehalococcoides,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,unknown,Dehalococcoides,,0.005998093,0.010411651,0.018737166,0.001628142,0.002095366,0.001936368,0.004171139,0.005152732,0.003508695,0.002311054,0.000249252,0.003217822
OTU406,Chloroflexi_Ktedonobacteria_Ktedonobacterales_Ktedonobacteraceae_Ktedonobacter,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Ktedonobacter,,,0.001129348,0.001464452,0.000163338,0.000389837,0.000644728,0.000327693,0.000390282,0.000237818,0.000326897,0.000183054,0,0.000412541
OTU407,Chloroflexi_Ktedonobacteria_Ktedonobacterales_Ktedonobacteraceae_unknown_Ktedonobacter,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,unknown,Ktedonobacter,,0.000326256,0.001263842,0.000140004,0.000321042,0.000214909,0.000476644,0.000121963,0.000211394,0.000130759,0.000366108,0.001531121,0.00049505
OTU408,Chloroflexi_Ktedonobacteria_Ktedonobacterales_Thermosporotrichaceae_Thermosporothrix,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Thermosporotrichaceae,Thermosporothrix,,,0.000401546,0.00122372,0,0.000412768,0.000214909,0.000297903,0.000170748,0,0.000174345,0.000320344,0.200861701,0.000330033
OTU409,Chloroflexi_Ktedonobacteria_Ktedonobacterales_Thermosporotrichaceae_unknown_Thermosporothrix,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Thermosporotrichaceae,unknown,Thermosporothrix,,0.000451739,0.000702134,0.000140004,0.000275179,0.000429819,0.000178742,0.000268319,0.000105697,0.000283311,0.000434753,0.013388406,0
OTU410,Chloroflexi_Thermoflexia_Thermoflexales_Thermoflexaceae_other_Thermoflexus,Chloroflexi,Thermoflexia,Thermoflexales,Thermoflexaceae,other,Thermoflexus,,0.000702705,0.000561708,0.000420011,0.000183453,0.000188046,0,0.000414675,0.00036994,0.000261518,0.000297462,0,0
OTU411,Chloroflexi_Thermoflexia_Thermoflexales_Thermoflexaceae_unknown_Thermoflexus,Chloroflexi,Thermoflexia,Thermoflexales,Thermoflexaceae,unknown,Thermoflexus,,0.001229734,0.005235917,0.00212339,0.000343974,0.000698455,0.000566015,0.001097668,0.000792728,0.000719174,0.000549161,0,0.000247525
OTU412,Chloroflexi_Thermomicrobia_Sphaerobacterales_Sphaerobacteraceae_other_Sphaerobacter,Chloroflexi,Thermomicrobia,Sphaerobacterales,Sphaerobacteraceae,other,Sphaerobacter,,0,0.000100305,0,0,0,0,0.000170748,0,0,0,0,0
OTU413,Chloroflexi_Thermomicrobia_Sphaerobacterales_Sphaerobacteraceae_unknown_Sphaerobacter,Chloroflexi,Thermomicrobia,Sphaerobacterales,Sphaerobacteraceae,unknown,Sphaerobacter,,0.000301159,0.000521586,0.000326675,0.000527426,0.000349228,0.000774547,0.000487852,0.000475637,0.000326897,0.000366108,0,0.000330033
OTU414,Chloroflexi_Thermomicrobia_Thermomicrobiales_Thermomicrobiaceae_other_Thermomicrobium,Chloroflexi,Thermomicrobia,Thermomicrobiales,Thermomicrobiaceae,other,Thermomicrobium,,0.00015058,0.000180549,0.00100336,0,0,0,0,0,0,0,0,0
OTU415,Chloroflexi_Thermomicrobia_Thermomicrobiales_Thermomicrobiaceae_unknown_Thermomicrobium,Chloroflexi,Thermomicrobia,Thermomicrobiales,Thermomicrobiaceae,unknown,Thermomicrobium,,0.000602319,0.000361098,0.002403397,0.000275179,0.000268637,0.000327693,0.000414675,0.00073988,0.000370483,0.000320344,0.000106822,0.000330033
OTU416,Chrysiogenetes_Chrysiogenetes_Chrysiogenales_Chrysiogenaceae_other_Chrysiogenes,Chrysiogenetes,Chrysiogenetes,Chrysiogenales,Chrysiogenaceae,other,Chrysiogenes,,0,0,0.000186672,0,0,0,0,0,0,0,0.00014243,0
OTU417,Chrysiogenetes_Chrysiogenetes_Chrysiogenales_Chrysiogenaceae_unknown_Chrysiogenes,Chrysiogenetes,Chrysiogenetes,Chrysiogenales,Chrysiogenaceae,unknown,Chrysiogenes,,0.00015058,0.000120366,0.000186672,0,0.000107455,0,0.000317104,0.000343515,0.000152552,0,0.000178037,0
OTU418,Cloacimonetes_Candidatus Cloacamonas_Candidatus Cloacamonas_Candidatus Cloacamonas_Candidatus Cloacamonas,Cloacimonetes,Candidatus Cloacamonas,Candidatus Cloacamonas,Candidatus Cloacamonas,Candidatus Cloacamonas,,,0.000200773,0.000361098,0.001026694,0,0,0,0,0.000158546,0.000217931,0.00013729,0,0
OTU419,Cloacimonetes_Candidatus Cloacamonas_Candidatus Cloacamonas_Candidatus Cloacamonas_other_Candidatus Cloacamonas,Cloacimonetes,Candidatus Cloacamonas,Candidatus Cloacamonas,Candidatus Cloacamonas,other,Candidatus Cloacamonas,,0.000100386,0.000220671,0.000350009,0,0,0,0,0.000211394,0,0,0,0.000165017
OTU420,Cloacimonetes_Candidatus Cloacamonas_Candidatus Cloacamonas_Candidatus Cloacamonas_unknown_Candidatus Cloacamonas,Cloacimonetes,Candidatus Cloacamonas,Candidatus Cloacamonas,Candidatus Cloacamonas,unknown,Candidatus Cloacamonas,,0.000552126,0.000782378,0.001843382,0.000183453,0.000214909,0,0.000682993,0.000422788,0.000261518,0.000114409,0,0.000165017
OTU421,Cyanobacteria/Chloroplast_Chloroplast_Chloroplast_Chloroplast_Bacillariophyta,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,Chloroplast,Bacillariophyta,,,0.04851177,0.019860376,0.014887064,0.095555861,0.105090665,0.110432555,0.070421505,0.088547722,0.085145796,0.086424273,0.041589517,0.066584158
OTU422,Cyanobacteria/Chloroplast_Chloroplast_Chloroplast_Chloroplast_Chlorophyta,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,Chloroplast,Chlorophyta,,,0.000577222,0.000421281,0.000140004,0.000963126,0.000779046,0.000834128,0.000609816,0.000607758,0.000740967,0.00080086,0,0.000742574
OTU423,Cyanobacteria/Chloroplast_Chloroplast_Chloroplast_Chloroplast_Cryptomonadaceae,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,Chloroplast,Cryptomonadaceae,,,0.002559855,0.002387257,0.000513347,0.003393873,0.000886501,0.0021449,0.002707581,0.000845577,0.001046071,0.001739011,0,0.000990099
OTU424,Cyanobacteria/Chloroplast_Chloroplast_Chloroplast_Chloroplast_Streptophyta,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,Chloroplast,Streptophyta,,,0.000125483,0,0.00011667,0,0.000268637,0,0,0,0.000980691,0.000251699,0,0.000660066
OTU425,Cyanobacteria/Chloroplast_Chloroplast_Chloroplast_Chloroplast_other_Bangiophyceae,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,Chloroplast,other,Bangiophyceae,,0.000250966,0.000120366,0,0.000275179,0.000188046,0.000148951,0.000292711,0,0.000261518,0.000114409,0.00014243,0
OTU426,Cyanobacteria/Chloroplast_Chloroplast_Chloroplast_Chloroplast_unknown_Bacillariophyta,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,Chloroplast,unknown,Bacillariophyta,,0.001305024,0.001263842,0.000700019,0.001719868,0.001155138,0.001966158,0.002000195,0.000660607,0.00152552,0.002997506,0.000213645,0.000825083
OTU427,Cyanobacteria/Chloroplast_Chloroplast_Chloroplast_Chloroplast_unknown_Bangiophyceae,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,Chloroplast,unknown,Bangiophyceae,,0.000627416,0.000982988,0.000373343,0.000802605,0.000671592,0.000744757,0.001780662,0.000422788,0.000566622,0.00080086,0.000213645,0.00049505
OTU428,Cyanobacteria/Chloroplast_Chloroplast_Chloroplast_Chloroplast_unknown_Chlorarachniophyceae,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,Chloroplast,unknown,Chlorarachniophyceae,,0.000200773,0,0.00011667,0.000619152,0.000456682,0.000357483,0.000121963,0.000105697,0.000239725,0.000411871,0,0.000165017
OTU429,Cyanobacteria/Chloroplast_Chloroplast_Chloroplast_Chloroplast_unknown_Chlorophyta,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,Chloroplast,unknown,Chlorophyta,,0.000451739,0,0,0.000183453,0.000564137,0.000208532,0.000341497,0.000422788,0.000457656,0.000457634,0,0.000165017
OTU430,Cyanobacteria/Chloroplast_Chloroplast_Chloroplast_Chloroplast_unknown_Cryptomonadaceae,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,Chloroplast,unknown,Cryptomonadaceae,,0.00015058,0.000361098,0.000256674,0.000596221,0.000456682,0.000566015,0.000829349,0.000158546,0.000305104,0.00052628,0,0.000165017
OTU431,Cyanobacteria/Chloroplast_Cyanobacteria_Family III_Family III_unknown_GpIII,Cyanobacteria/Chloroplast,Cyanobacteria,Family III,Family III,unknown,GpIII,,0,0,0,0,0,0,0,0,0,0.000205936,0,0
OTU432,Cyanobacteria/Chloroplast_Cyanobacteria_Family II_Family II_GpIIa,Cyanobacteria/Chloroplast,Cyanobacteria,Family II,Family II,GpIIa,,,0,0.000120366,0,0.000252247,0.000322364,0.000327693,0.000170748,0,0.00034869,0.000388989,0,0.000247525
OTU433,Cyanobacteria/Chloroplast_Cyanobacteria_Family II_Family II_unknown_GpIIa,Cyanobacteria/Chloroplast,Cyanobacteria,Family II,Family II,unknown,GpIIa,,0,0,0,0,0.000107455,0,0,0,0,0,0,0
OTU434,Cyanobacteria/Chloroplast_Cyanobacteria_Family II_Family II_unknown_GpIIb,Cyanobacteria/Chloroplast,Cyanobacteria,Family II,Family II,unknown,GpIIb,,0,0.00020061,0,0.000206384,0.000456682,0.000208532,0.000195141,0.000132121,0.000937105,0.000823742,0,0.000330033
OTU435,Cyanobacteria/Chloroplast_Cyanobacteria_Family IV_Family IV_GpIV,Cyanobacteria/Chloroplast,Cyanobacteria,Family IV,Family IV,GpIV,,,0,0,0,0,0,0,0,0,0,0,0,0.000247525
OTU436,Cyanobacteria/Chloroplast_Cyanobacteria_Family IV_Family IV_unknown_GpIV,Cyanobacteria/Chloroplast,Cyanobacteria,Family IV,Family IV,unknown,GpIV,,0,0,0,0.000114658,0.000188046,0.000119161,0,0,0,0,0,0
OTU437,Cyanobacteria/Chloroplast_Cyanobacteria_Family IX_Family IX_unknown_GpIX,Cyanobacteria/Chloroplast,Cyanobacteria,Family IX,Family IX,unknown,GpIX,,0.000326256,0,0,0.000229316,0.000376091,0.000446854,0.000121963,0.000105697,0.001830624,0.000594925,0,0.000412541
OTU438,Cyanobacteria/Chloroplast_Cyanobacteria_Family I_Family I_GpI,Cyanobacteria/Chloroplast,Cyanobacteria,Family I,Family I,GpI,,,0.000752899,0.00020061,0,0.00190332,0.00161182,0.001519304,0.00046346,0.000343515,0.000915312,0.001350022,0,0.001237624
OTU439,Cyanobacteria/Chloroplast_Cyanobacteria_Family I_Family I_unknown_GpI,Cyanobacteria/Chloroplast,Cyanobacteria,Family I,Family I,unknown,GpI,,0.000401546,0,0,0.000458631,0.001504365,0.000655386,0.000170748,0.000449213,0.000958898,0.000755097,0,0.000660066
OTU440,Cyanobacteria/Chloroplast_Cyanobacteria_Family VIII_Family VIII_GpVIII,Cyanobacteria/Chloroplast,Cyanobacteria,Family VIII,Family VIII,GpVIII,,,0,0,0,0.000802605,0.0002955,0,0.000146356,0,0,0.000274581,0,0.001237624
OTU441,Cyanobacteria/Chloroplast_Cyanobacteria_Family VIII_Family VIII_unknown_GpVIII,Cyanobacteria/Chloroplast,Cyanobacteria,Family VIII,Family VIII,unknown,GpVIII,,0.000276063,0.000300915,0.000163338,0.001054852,0.000886501,0.00104266,0.000536638,0.00036994,0.000784553,0.000640688,0,0.000990099
OTU442,Cyanobacteria/Chloroplast_Cyanobacteria_Family VI_Family VI_GpVI,Cyanobacteria/Chloroplast,Cyanobacteria,Family VI,Family VI,GpVI,,,0.000250966,0,0.000396677,0.001444689,0.000913365,0.000476644,0.000341497,0.001955396,0.00076276,0.000686452,0,0.000247525
OTU443,Cyanobacteria/Chloroplast_Cyanobacteria_Family VI_Family VI_unknown_GpVI,Cyanobacteria/Chloroplast,Cyanobacteria,Family VI,Family VI,unknown,GpVI,,0.000401546,0.000180549,0.000186672,0.001100715,0.000779046,0.000893708,0.000536638,0.000766304,0.00111145,0.00080086,0,0.000330033
OTU444,Cyanobacteria/Chloroplast_Cyanobacteria_Family V_Family V_unknown_GpV,Cyanobacteria/Chloroplast,Cyanobacteria,Family V,Family V,unknown,GpV,,0,0,0,0,0,0.000119161,0,0,0,0,0,0
OTU445,Cyanobacteria/Chloroplast_Cyanobacteria_Family XIII_Family XIII_unknown_GpXIII,Cyanobacteria/Chloroplast,Cyanobacteria,Family XIII,Family XIII,unknown,GpXIII,,0,0,0,0.000206384,0,0,0,0,0.000174345,0,0,0
OTU446,Cyanobacteria/Chloroplast_Cyanobacteria_Family XII_Family XII_unknown_GpXII,Cyanobacteria/Chloroplast,Cyanobacteria,Family XII,Family XII,unknown,GpXII,,0,0,0,0,0,0.000119161,0,0,0.000108966,0,0,0
OTU447,Cyanobacteria/Chloroplast_Cyanobacteria_Family XI_Family XI_GpXI,Cyanobacteria/Chloroplast,Cyanobacteria,Family XI,Family XI,GpXI,,,0,0,0,0.000137589,0,0,0,0,0,0,0,0
OTU448,Cyanobacteria/Chloroplast_Cyanobacteria_Family XI_Family XI_unknown_GpXI,Cyanobacteria/Chloroplast,Cyanobacteria,Family XI,Family XI,unknown,GpXI,,0.000125483,0,0,0.00029811,0.000214909,0.000297903,0,0.000211394,0.000108966,0,0,0
OTU449,Cyanobacteria/Chloroplast_Cyanobacteria_Family X_Family X_GpX,Cyanobacteria/Chloroplast,Cyanobacteria,Family X,Family X,GpX,,,0.000125483,0,0,0.000183453,0.000188046,0.000119161,0,0,0.000283311,0.000114409,0,0
OTU450,Cyanobacteria/Chloroplast_Cyanobacteria_Family X_Family X_unknown_GpX,Cyanobacteria/Chloroplast,Cyanobacteria,Family X,Family X,unknown,GpX,,0.000401546,0.000341037,0.000186672,0.000756742,0.000967092,0.001012869,0.000585423,0.001162668,0.001198623,0.001212731,0,0.000990099
OTU451,Deferribacteres_Deferribacteres_Deferribacterales_Deferribacteraceae_other_Calditerrivibrio,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,other,Calditerrivibrio,,0,0,0,0,0,0,0.000121963,0.000290667,0,0.000114409,0,0
OTU452,Deferribacteres_Deferribacteres_Deferribacterales_Deferribacteraceae_unknown_Calditerrivibrio,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,unknown,Calditerrivibrio,,0,0.000100305,0.000163338,0,0,0,0.000317104,0.00018497,0,0.000183054,0,0
OTU453,Deferribacteres_Deferribacteres_Deferribacterales_Deferribacteraceae_unknown_Mucispirillum,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,unknown,Mucispirillum,,0,0,0.000186672,0,0,0,0,0,0,0,0,0
OTU454,Deferribacteres_Deferribacteres_Deferribacterales_Deferribacterales_incertae_sedis_Caldithrix,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacterales,incertae,sedis,Caldithrix,0,0,0.000163338,0,0,0,0,0,0,0,0,0
OTU455,Deinococcus-Thermus_Deinococci_Deinococcales_Deinococcaceae_other_Deinobacterium,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,other,Deinobacterium,,0,0.000100305,0.00011667,0,0,0,0,0,0,0,0,0
OTU456,Deinococcus-Thermus_Deinococci_Deinococcales_Deinococcaceae_unknown_Deinobacterium,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,unknown,Deinobacterium,,0.000602319,0.00060183,0.000373343,0.000183453,0.000241773,0.000119161,0.00056103,0.000396364,0.000174345,0.000205936,0,0
OTU457,Deinococcus-Thermus_Deinococci_Deinococcales_Deinococcaceae_unknown_Deinococcus,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,unknown,Deinococcus,,0.000250966,0,0,0.000114658,0.000161182,0,0.000292711,0.000317091,0,0.000114409,0,0
OTU458,Deinococcus-Thermus_Deinococci_Deinococcales_Trueperaceae_unknown_Truepera,Deinococcus-Thermus,Deinococci,Deinococcales,Trueperaceae,unknown,Truepera,,0.000125483,0,0,0,0,0,0,0,0,0,0,0.000247525
OTU459,Deinococcus-Thermus_Deinococci_Thermales_Thermaceae_Meiothermus,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Meiothermus,,,0.000552126,0.000120366,0.000536681,0.000458631,0.000402955,0.000178742,0.000585423,0.001189092,0.000239725,0.000572043,0,0
OTU460,Deinococcus-Thermus_Deinococci_Thermales_Thermaceae_other_Marinithermus,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,other,Marinithermus,,0.000100386,0.000160488,0.000326675,0,0,0,0,0.000158546,0,0,0,0
OTU461,Deinococcus-Thermus_Deinococci_Thermales_Thermaceae_unknown_Marinithermus,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,unknown,Marinithermus,,0.00022587,0.000220671,0.00011667,0,0,0,0,0,0,0,0,0
OTU462,Deinococcus-Thermus_Deinococci_Thermales_Thermaceae_unknown_Meiothermus,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,unknown,Meiothermus,,0.00015058,0,0,0,0,0,0.000146356,0.000105697,0,0,0,0
OTU463,Elusimicrobia_Elusimicrobia_Elusimicrobiales_Elusimicrobiaceae_unknown_Elusimicrobium,Elusimicrobia,Elusimicrobia,Elusimicrobiales,Elusimicrobiaceae,unknown,Elusimicrobium,,0.000100386,0.000260793,0,0,0,0,0,0,0,0,0,0
OTU464,Elusimicrobia_Endomicrobia_Candidatus Endomicrobium_Candidatus Endomicrobium_Candidatus Endomicrobium,Elusimicrobia,Endomicrobia,Candidatus Endomicrobium,Candidatus Endomicrobium,Candidatus Endomicrobium,,,0,0,0.000186672,0,0,0,0,0.000105697,0,0,0,0
OTU465,Elusimicrobia_Endomicrobia_Candidatus Endomicrobium_Candidatus Endomicrobium_unknown_Candidatus Endomicrobium,Elusimicrobia,Endomicrobia,Candidatus Endomicrobium,Candidatus Endomicrobium,unknown,Candidatus Endomicrobium,,0.000250966,0.000521586,0.000770021,0.000114658,0,0,0.000170748,0.000158546,0.000152552,0,0,0
OTU466,Fibrobacteres_Chitinivibrionia_Chitinivibrionales_Chitinivibrionaceae_Chitinivibrio,Fibrobacteres,Chitinivibrionia,Chitinivibrionales,Chitinivibrionaceae,Chitinivibrio,,,0,0,0.000140004,0,0,0,0,0,0,0,0,0
OTU467,Fibrobacteres_Chitinivibrionia_Chitinivibrionales_Chitinivibrionaceae_unknown_Chitinivibrio,Fibrobacteres,Chitinivibrionia,Chitinivibrionales,Chitinivibrionaceae,unknown,Chitinivibrio,,0,0.000240732,0.000420011,0,0,0,0,0,0.000370483,0,0.000569719,0
OTU468,Fibrobacteres_Fibrobacteria_Fibrobacterales_Fibrobacteraceae_unknown_Fibrobacter,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,unknown,Fibrobacter,,0.00015058,0,0,0,0,0,0,0,0,0,0,0
OTU469,Firmicutes_Bacilli_Bacillales_Alicyclobacillaceae_Tumebacillus,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Tumebacillus,,,0,0,0,0,0,0,0,0.000132121,0.000152552,0,0,0
OTU470,Firmicutes_Bacilli_Bacillales_Bacillaceae 1_Bacillus,Firmicutes,Bacilli,Bacillales,Bacillaceae 1,Bacillus,,,0.00015058,0.000180549,0.000140004,0.000183453,0.000214909,0,0.000268319,0.000264243,0.000196138,0.000228817,0,0.000165017
OTU471,Firmicutes_Bacilli_Bacillales_Bacillaceae 1_other_Saccharococcus,Firmicutes,Bacilli,Bacillales,Bacillaceae 1,other,Saccharococcus,,0,0,0.000140004,0,0,0,0,0,0.000130759,0,0,0
OTU472,Firmicutes_Bacilli_Bacillales_Bacillaceae 1_unknown_Bacillus,Firmicutes,Bacilli,Bacillales,Bacillaceae 1,unknown,Bacillus,,0,0,0,0,0,0,0,0,0.000108966,0,0,0
OTU473,Firmicutes_Bacilli_Bacillales_Bacillaceae 2_other_Aquisalibacillus,Firmicutes,Bacilli,Bacillales,Bacillaceae 2,other,Aquisalibacillus,,0,0,0.00011667,0,0,0,0,0,0,0,0,0
OTU474,Firmicutes_Bacilli_Bacillales_Bacillaceae 2_other_Saliterribacillus,Firmicutes,Bacilli,Bacillales,Bacillaceae 2,other,Saliterribacillus,,0,0.000180549,0.000256674,0,0,0,0,0,0,0,0,0
OTU475,Firmicutes_Bacilli_Bacillales_Bacillaceae 2_unknown_Aquisalibacillus,Firmicutes,Bacilli,Bacillales,Bacillaceae 2,unknown,Aquisalibacillus,,0,0,0.000140004,0,0,0,0,0,0,0,0,0
OTU476,Firmicutes_Bacilli_Bacillales_Bacillaceae 2_unknown_Saliterribacillus,Firmicutes,Bacilli,Bacillales,Bacillaceae 2,unknown,Saliterribacillus,,0,0.000140427,0.00023334,0,0,0,0,0,0,0,0,0
OTU477,Firmicutes_Bacilli_Bacillales_Paenibacillaceae 1_Paenibacillus,Firmicutes,Bacilli,Bacillales,Paenibacillaceae 1,Paenibacillus,,,0,0,0,0,0,0,0,0,0,0.000114409,0,0
OTU478,Firmicutes_Bacilli_Bacillales_Paenibacillaceae 1_unknown_Paenibacillus,Firmicutes,Bacilli,Bacillales,Paenibacillaceae 1,unknown,Paenibacillus,,0,0,0,0.000114658,0,0,0,0,0,0,0,0
OTU479,Firmicutes_Bacilli_Bacillales_Thermoactinomycetaceae 1_other_Lihuaxuella,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae 1,other,Lihuaxuella,,0.000501932,0.000541647,0.000630017,0.000206384,0,0.000119161,0.000365889,0.000449213,0.000217931,0,0,0.000247525
OTU480,Firmicutes_Bacilli_Bacillales_Thermoactinomycetaceae 1_other_Thermoflavimicrobium,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae 1,other,Thermoflavimicrobium,,0.000175676,0.00020061,0.00023334,0,0,0,0.000121963,0,0,0,0,0
OTU481,Firmicutes_Bacilli_Bacillales_Thermoactinomycetaceae 1_unknown_Lihuaxuella,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae 1,unknown,Lihuaxuella,,0.000250966,0.000240732,0.000303341,0.000114658,0.000161182,0,0.000219534,0.000396364,0.000108966,0.000183054,0,0.000165017
OTU482,Firmicutes_Bacilli_Lactobacillales_Aerococcaceae_unknown_Abiotrophia,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,unknown,Abiotrophia,,0,0,0,0,0,0,0.000146356,0.000132121,0,0,0,0
OTU483,Firmicutes_Bacilli_Lactobacillales_Carnobacteriaceae_other_Atopostipes,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,other,Atopostipes,,0,0,0,0,0,0,0,0.000132121,0,0,0,0
OTU484,Firmicutes_Bacilli_Lactobacillales_Carnobacteriaceae_unknown_Alloiococcus,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,unknown,Alloiococcus,,0,0,0.000186672,0,0,0,0,0,0,0,0,0
OTU485,Firmicutes_Bacilli_Lactobacillales_Carnobacteriaceae_unknown_Atopobacter,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,unknown,Atopobacter,,0,0,0,0,0,0,0,0,0,0,0.000106822,0
