OTU#,Genus RDP,Kingdom,Phylum,Class ,Order,Family,Genus ,Species,Sample1,Sample2,Sample3,Sample4,Sample5,Sample6,Sample7,Sample8,Sample9,Sample10,Sample11,Sample12 
OTU702,Proteobacteria_Alphaproteobacteria_Rhizobiales_Beijerinckiaceae_unknown_Methylocapsa,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,unknown,Methylocapsa,,0.001254831,0.001564757,0.000630017,0.001352963,0.001799866,0.001370353,0.001219631,0.000792728,0.001002484,0.00132714,0.003631961,0.001485149
OTU703,Proteobacteria_Alphaproteobacteria_Rhizobiales_Beijerinckiaceae_unknown_Methylocella,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,unknown,Methylocella,,0,0,0,0,0.000134318,0,0.000292711,0,0.000130759,0.000183054,0.002065233,0.00049505
OTU704,Proteobacteria_Alphaproteobacteria_Rhizobiales_Beijerinckiaceae_unknown_Methylorosula,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,unknown,Methylorosula,,0.002484566,0.001364147,0.001586709,0.003187489,0.003599731,0.0042898,0.004902917,0.004069337,0.002680556,0.004233119,0.000462897,0.003960396
OTU705,Proteobacteria_Alphaproteobacteria_Rhizobiales_Beijerinckiaceae_unknown_Methylovirgula,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,unknown,Methylovirgula,,0.006349445,0.00264805,0.003826769,0.005870482,0.007360645,0.005481411,0.009025271,0.007319522,0.004075317,0.006200947,0.00267056,0.003877888
OTU706,Proteobacteria_Alphaproteobacteria_Rhizobiales_Bradyrhizobiaceae_Afipia,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Afipia,,,0.001882247,0.002126464,0.002613403,0.004609246,0.009402283,0.0064347,0.004097961,0.0035937,0.00485987,0.006406883,0.006587381,0.008828383
OTU707,Proteobacteria_Alphaproteobacteria_Rhizobiales_Bradyrhizobiaceae_Bosea,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,,,0,0,0,0.000137589,0.000268637,0.000357483,0,0,0.000196138,0.000183054,0,0
OTU708,Proteobacteria_Alphaproteobacteria_Rhizobiales_Bradyrhizobiaceae_Bradyrhizobium,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,,,0.003839783,0.002989087,0.004036774,0.007383966,0.012813969,0.006643232,0.006024978,0.005047035,0.006712287,0.008214539,0.022966814,0.011881188
OTU709,Proteobacteria_Alphaproteobacteria_Rhizobiales_Bradyrhizobiaceae_Nitrobacter,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Nitrobacter,,,0,0.000120366,0,0.000504495,0.0002955,0.000327693,0.000268319,0.000105697,0.000217931,0.000686452,0.000712149,0.000330033
OTU710,Proteobacteria_Alphaproteobacteria_Rhizobiales_Bradyrhizobiaceae_Oligotropha,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Oligotropha,,,0.000100386,0,0,0,0.000188046,0.000119161,0.000121963,0,0.000130759,0.000160172,0,0.000165017
OTU711,Proteobacteria_Alphaproteobacteria_Rhizobiales_Bradyrhizobiaceae_Rhodoblastus,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Rhodoblastus,,,0.000326256,0.000140427,0.00011667,0,0.000188046,0.000178742,0.000146356,0,0.000217931,0.000205936,0.00028486,0.000165017
OTU712,Proteobacteria_Alphaproteobacteria_Rhizobiales_Bradyrhizobiaceae_Rhodopseudomonas,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Rhodopseudomonas,,,0,0,0,0,0,0,0.000121963,0,0,0,0,0.000165017
OTU713,Proteobacteria_Alphaproteobacteria_Rhizobiales_Bradyrhizobiaceae_Tardiphaga,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Tardiphaga,,,0,0,0,0.000137589,0.000322364,0.000327693,0.000121963,0,0.000196138,0.000183054,0,0
OTU714,Proteobacteria_Alphaproteobacteria_Rhizobiales_Bradyrhizobiaceae_other_Oligotropha,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,other,Oligotropha,,0,0,0,0,0,0.000148951,0.000121963,0,0.000196138,0.00013729,0.000249252,0
OTU715,Proteobacteria_Alphaproteobacteria_Rhizobiales_Bradyrhizobiaceae_unknown_Afipia,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,unknown,Afipia,,0.001530894,0.00122372,0.001190032,0.00190332,0.004862324,0.00327693,0.00251244,0.002061093,0.002135728,0.003592431,0.006373736,0.004455446
OTU716,Proteobacteria_Alphaproteobacteria_Rhizobiales_Bradyrhizobiaceae_unknown_Balneimonas,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,unknown,Balneimonas,,0,0.000381159,0,0,0.000376091,0.000268112,0.000292711,0.000290667,0.000174345,0,0.000676542,0.000330033
OTU717,Proteobacteria_Alphaproteobacteria_Rhizobiales_Bradyrhizobiaceae_unknown_Bosea,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,unknown,Bosea,,0,0,0,0,0,0,0,0,0,0,0.000676542,0
OTU718,Proteobacteria_Alphaproteobacteria_Rhizobiales_Bradyrhizobiaceae_unknown_Bradyrhizobium,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,unknown,Bradyrhizobium,,0.000451739,0.000541647,0.000443345,0.000458631,0.001558093,0.001221401,0.000878134,0.000634182,0.000632001,0.000869506,0.004522148,0.001980198
OTU719,Proteobacteria_Alphaproteobacteria_Rhizobiales_Bradyrhizobiaceae_unknown_Nitrobacter,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,unknown,Nitrobacter,,0.00015058,0.000260793,0.000210006,0.000825537,0.000993956,0.000834128,0.000390282,0.000290667,0.000610208,0.000572043,0.004166073,0.000660066
OTU720,Proteobacteria_Alphaproteobacteria_Rhizobiales_Bradyrhizobiaceae_unknown_Oligotropha,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,unknown,Oligotropha,,0.000978768,0.002006099,0.000770021,0.001719868,0.00351914,0.002710915,0.001902625,0.001506183,0.002615177,0.002585635,0.008189717,0.003135314
OTU721,Proteobacteria_Alphaproteobacteria_Rhizobiales_Bradyrhizobiaceae_unknown_Rhodoblastus,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,unknown,Rhodoblastus,,0.000803092,0.001163537,0.000303341,0.0008714,0.001020819,0.000685176,0.000902527,0.00073988,0.000479449,0.000869506,0.001637943,0.000825083
OTU722,Proteobacteria_Alphaproteobacteria_Rhizobiales_Bradyrhizobiaceae_unknown_Rhodopseudomonas,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,unknown,Rhodopseudomonas,,0.000175676,0,0,0.000114658,0.000268637,0.000178742,0,0,0.000196138,0.000160172,0.00028486,0.000907591
OTU723,Proteobacteria_Alphaproteobacteria_Rhizobiales_Bradyrhizobiaceae_unknown_Salinarimonas,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,unknown,Salinarimonas,,0,0,0,0,0,0,0,0,0,0,0.000106822,0
OTU724,Proteobacteria_Alphaproteobacteria_Rhizobiales_Bradyrhizobiaceae_unknown_Tardiphaga,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,unknown,Tardiphaga,,0.000125483,0,0,0,0.000214909,0.000208532,0.000195141,0,0.000174345,0.000114409,0.000178037,0.000412541
OTU725,Proteobacteria_Alphaproteobacteria_Rhizobiales_Brucellaceae_unknown_Daeguia,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,unknown,Daeguia,,0,0,0,0,0.000214909,0.000119161,0,0,0,0,0,0
OTU726,Proteobacteria_Alphaproteobacteria_Rhizobiales_Brucellaceae_unknown_Mycoplana,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,unknown,Mycoplana,,0,0,0,0,0.000161182,0,0,0,0,0,0.000106822,0.000165017
OTU727,Proteobacteria_Alphaproteobacteria_Rhizobiales_Brucellaceae_unknown_Paenochrobactrum,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,unknown,Paenochrobactrum,,0.000250966,0.000120366,0.000186672,0.000321042,0.000214909,0.000238322,0.000390282,0.00018497,0.000174345,0.00013729,0,0.000330033
OTU728,Proteobacteria_Alphaproteobacteria_Rhizobiales_Hyphomicrobiaceae_Blastochloris,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Blastochloris,,,0,0,0,0.000114658,0,0,0.000121963,0,0,0,0.000106822,0
OTU729,Proteobacteria_Alphaproteobacteria_Rhizobiales_Hyphomicrobiaceae_Devosia,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,,,0.00015058,0.000100305,0,0.000275179,0.0002955,0.000417064,0.000268319,0.000105697,0.000239725,0.000388989,0,0.000660066
OTU730,Proteobacteria_Alphaproteobacteria_Rhizobiales_Hyphomicrobiaceae_Filomicrobium,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Filomicrobium,,,0,0,0,0,0,0,0,0.000132121,0,0,0,0
OTU731,Proteobacteria_Alphaproteobacteria_Rhizobiales_Hyphomicrobiaceae_Hyphomicrobium,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,,,0.002308889,0.00122372,0.001750047,0.002178499,0.003089322,0.001668255,0.003317397,0.002985942,0.002135728,0.002265291,0,0.001485149
OTU732,Proteobacteria_Alphaproteobacteria_Rhizobiales_Hyphomicrobiaceae_Pedomicrobium,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,,,0.00022587,0.000260793,0.000210006,0.000343974,0.000644728,0.000417064,0.000365889,0.000396364,0.00041407,0.000205936,0,0.000742574
OTU733,Proteobacteria_Alphaproteobacteria_Rhizobiales_Hyphomicrobiaceae_Prosthecomicrobium,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Prosthecomicrobium,,,0.00015058,0,0.000163338,0.000160521,0.000241773,0,0.000292711,0.000449213,0.000326897,0.000228817,0,0.000330033
OTU734,Proteobacteria_Alphaproteobacteria_Rhizobiales_Hyphomicrobiaceae_Rhodomicrobium,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodomicrobium,,,0,0.000120366,0,0.000114658,0.000134318,0.000148951,0,0,0.000130759,0.000228817,0,0.000330033
OTU735,Proteobacteria_Alphaproteobacteria_Rhizobiales_Hyphomicrobiaceae_Rhodoplanes,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,,,0.000978768,0.001524635,0.000746687,0.001215373,0.00190732,0.001489514,0.001341594,0.000872001,0.000958898,0.001876301,0.003774391,0.001485149
OTU736,Proteobacteria_Alphaproteobacteria_Rhizobiales_Hyphomicrobiaceae_other_Methylorhabdus,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,other,Methylorhabdus,,0,0,0,0,0,0.000119161,0,0,0,0,0,0.000165017
OTU737,Proteobacteria_Alphaproteobacteria_Rhizobiales_Hyphomicrobiaceae_other_Prosthecomicrobium,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,other,Prosthecomicrobium,,0.000100386,0,0,0.000114658,0.000107455,0,0,0.000132121,0,0.00013729,0.001032616,0.000247525
OTU738,Proteobacteria_Alphaproteobacteria_Rhizobiales_Hyphomicrobiaceae_other_Zhangella,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,other,Zhangella,,0.000125483,0.000240732,0,0,0,0,0.000121963,0,0,0,0.000854579,0
OTU739,Proteobacteria_Alphaproteobacteria_Rhizobiales_Hyphomicrobiaceae_unknown_Aquabacter,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,unknown,Aquabacter,,0.001430507,0.001444391,0.001260034,0.001054852,0.001182001,0.000893708,0.00102449,0.000951274,0.000806346,0.000915269,0.00014243,0.001237624
OTU740,Proteobacteria_Alphaproteobacteria_Rhizobiales_Hyphomicrobiaceae_unknown_Blastochloris,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,unknown,Blastochloris,,0.000175676,0.000160488,0.000373343,0.000779673,0.000671592,0.000476644,0.000487852,0.000422788,0.000566622,0.000755097,0.000534112,0.00049505
OTU741,Proteobacteria_Alphaproteobacteria_Rhizobiales_Hyphomicrobiaceae_unknown_Devosia,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,unknown,Devosia,,0,0,0,0.00029811,0.000349228,0.000208532,0,0.00018497,0.000283311,0.00013729,0,0.000742574
OTU742,Proteobacteria_Alphaproteobacteria_Rhizobiales_Hyphomicrobiaceae_unknown_Filomicrobium,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,unknown,Filomicrobium,,0.000476836,0.000842561,0.000303341,0.000412768,0.000698455,0.000566015,0.000902527,0.000449213,0.000675587,0.000892387,0.003382709,0.000247525
OTU743,Proteobacteria_Alphaproteobacteria_Rhizobiales_Hyphomicrobiaceae_unknown_Hyphomicrobium,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,unknown,Hyphomicrobium,,0.000702705,0.000682074,0.000466679,0.001054852,0.000698455,0.000953289,0.001292809,0.001083395,0.000566622,0.000709333,0,0.00140264
OTU744,Proteobacteria_Alphaproteobacteria_Rhizobiales_Hyphomicrobiaceae_unknown_Methylorhabdus,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,unknown,Methylorhabdus,,0,0,0,0,0.000188046,0,0.000170748,0,0,0,0,0
OTU745,Proteobacteria_Alphaproteobacteria_Rhizobiales_Hyphomicrobiaceae_unknown_Pedomicrobium,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,unknown,Pedomicrobium,,0.000602319,0.00040122,0.000396677,0.000802605,0.000644728,0.000595806,0.001073275,0.00055491,0.000479449,0.000594925,0.000462897,0.000907591
OTU746,Proteobacteria_Alphaproteobacteria_Rhizobiales_Hyphomicrobiaceae_unknown_Prosthecomicrobium,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,unknown,Prosthecomicrobium,,0.002057923,0.001384208,0.001376703,0.002155568,0.002337139,0.001995949,0.003780857,0.002827397,0.001678072,0.002150882,0.01011252,0.003382838
OTU747,Proteobacteria_Alphaproteobacteria_Rhizobiales_Hyphomicrobiaceae_unknown_Rhodomicrobium,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,unknown,Rhodomicrobium,,0,0,0,0,0,0,0,0,0.000152552,0.000114409,0.000391682,0
OTU748,Proteobacteria_Alphaproteobacteria_Rhizobiales_Hyphomicrobiaceae_unknown_Rhodoplanes,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,unknown,Rhodoplanes,,0.00193244,0.001645001,0.001750047,0.002637131,0.005238415,0.003515253,0.002683189,0.002853821,0.002789522,0.003478022,0.008260931,0.004125413
OTU749,Proteobacteria_Alphaproteobacteria_Rhizobiales_Hyphomicrobiaceae_unknown_Zhangella,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,unknown,Zhangella,,0.000351353,0.000381159,0.000256674,0.000160521,0.000188046,0.000178742,0.000585423,0.000211394,0.000130759,0.000251699,0.000712149,0.000165017
OTU750,Proteobacteria_Alphaproteobacteria_Rhizobiales_Methylobacteriaceae_Methylobacterium,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,,,0.000100386,0,0,0.0004357,0.000322364,0.000119161,0.000195141,0.000105697,0.000108966,0.00013729,0,0.000412541
OTU751,Proteobacteria_Alphaproteobacteria_Rhizobiales_Methylobacteriaceae_Microvirga,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga,,,0,0,0,0,0.000268637,0.000119161,0,0,0,0.000114409,0,0.000165017
OTU752,Proteobacteria_Alphaproteobacteria_Rhizobiales_Methylobacteriaceae_unknown_Meganema,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,unknown,Meganema,,0.00022587,0.000120366,0.00011667,0.000206384,0.000322364,0.000238322,0.000536638,0.000158546,0.000217931,0.000320344,0,0.000660066
OTU753,Proteobacteria_Alphaproteobacteria_Rhizobiales_Methylobacteriaceae_unknown_Microvirga,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,unknown,Microvirga,,0.000175676,0.000100305,0,0.000160521,0,0,0.000146356,0,0,0.000114409,0,0.000330033
OTU754,Proteobacteria_Alphaproteobacteria_Rhizobiales_Methylocystaceae_Methylocystis,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylocystis,,,0.000702705,0.001524635,0.000443345,0.000252247,0.000456682,0.000774547,0.00046346,0.00018497,0.000370483,0.000343226,0.00042729,0.000247525
OTU755,Proteobacteria_Alphaproteobacteria_Rhizobiales_Methylocystaceae_other_Methylocystis,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,other,Methylocystis,,0,0,0,0,0,0,0,0,0,0,0.000106822,0
OTU756,Proteobacteria_Alphaproteobacteria_Rhizobiales_Methylocystaceae_other_Methylopila,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,other,Methylopila,,0.00022587,0.000180549,0.000163338,0.000458631,0.000322364,0,0.000414675,0.000343515,0.000217931,0.000297462,0.000605327,0.000165017
OTU757,Proteobacteria_Alphaproteobacteria_Rhizobiales_Methylocystaceae_unknown_Methylocystis,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,unknown,Methylocystis,,0.001405411,0.003129514,0.000676685,0.002178499,0.002471457,0.002293851,0.001658698,0.001532608,0.0022229,0.00279157,0.00491383,0.001320132
OTU758,Proteobacteria_Alphaproteobacteria_Rhizobiales_Methylocystaceae_unknown_Methylopila,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,unknown,Methylopila,,0.000853285,0.000300915,0.000490013,0.001444689,0.001343183,0.001191611,0.001268416,0.001215516,0.000871726,0.001166968,0.000890187,0.000412541
OTU759,Proteobacteria_Alphaproteobacteria_Rhizobiales_Methylocystaceae_unknown_Methylosinus,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,unknown,Methylosinus,,0.000125483,0.000260793,0.00023334,0.000321042,0.00080591,0.000685176,0.000341497,0.000528485,0.000610208,0.000549161,0.00267056,0.000990099
OTU760,Proteobacteria_Alphaproteobacteria_Rhizobiales_Methylocystaceae_unknown_Pleomorphomonas,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,unknown,Pleomorphomonas,,0.000125483,0,0.00011667,0.00029811,0.000241773,0.000119161,0.000341497,0.000264243,0,0.000228817,0.000356075,0.000165017
OTU761,Proteobacteria_Alphaproteobacteria_Rhizobiales_Phyllobacteriaceae_Aminobacter,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Aminobacter,,,0,0,0,0,0.000268637,0,0,0,0.000130759,0,0,0
OTU762,Proteobacteria_Alphaproteobacteria_Rhizobiales_Phyllobacteriaceae_Hoeflea,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Hoeflea,,,0.000301159,0.000140427,0.000140004,0.000481563,0.000967092,0.000983079,0.000365889,0.00073988,0.00069738,0.000686452,0,0.001072607
OTU763,Proteobacteria_Alphaproteobacteria_Rhizobiales_Phyllobacteriaceae_Mesorhizobium,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,,,0.000200773,0.000180549,0.000256674,0.000687947,0.000779046,0.000536225,0.000390282,0.000422788,0.00041407,0.00066357,0,0.000165017
OTU764,Proteobacteria_Alphaproteobacteria_Rhizobiales_Phyllobacteriaceae_Phyllobacterium,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Phyllobacterium,,,0,0,0,0.000137589,0.000188046,0.000119161,0.000268319,0.000132121,0.000108966,0.000160172,0,0
OTU765,Proteobacteria_Alphaproteobacteria_Rhizobiales_Phyllobacteriaceae_other_Aquamicrobium,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,other,Aquamicrobium,,0.000125483,0,0,0,0,0,0.000121963,0.00018497,0,0,0,0.000165017
OTU766,Proteobacteria_Alphaproteobacteria_Rhizobiales_Phyllobacteriaceae_other_Thermovum,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,other,Thermovum,,0.00015058,0.000541647,0,0.000252247,0.000188046,0.000297903,0.000121963,0.000105697,0.000174345,0.000114409,0.00014243,0
OTU767,Proteobacteria_Alphaproteobacteria_Rhizobiales_Phyllobacteriaceae_unknown_Chelativorans,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,unknown,Chelativorans,,0,0,0,0.000114658,0,0,0,0,0,0.00013729,0,0
OTU768,Proteobacteria_Alphaproteobacteria_Rhizobiales_Phyllobacteriaceae_unknown_Hoeflea,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,unknown,Hoeflea,,0.000250966,0.000280854,0.00011667,0.000458631,0.000779046,0.000476644,0.000512245,0.000264243,0.000523035,0.00080086,0.000178037,0.000330033
OTU769,Proteobacteria_Alphaproteobacteria_Rhizobiales_Phyllobacteriaceae_unknown_Mesorhizobium,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,unknown,Mesorhizobium,,0,0,0,0,0.000134318,0,0,0.000132121,0,0,0,0
OTU770,Proteobacteria_Alphaproteobacteria_Rhizobiales_Phyllobacteriaceae_unknown_Phyllobacterium,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,unknown,Phyllobacterium,,0,0,0,0.000206384,0.000134318,0.000327693,0.000170748,0,0.000370483,0.000297462,0,0
OTU771,Proteobacteria_Alphaproteobacteria_Rhizobiales_Phyllobacteriaceae_unknown_Pseudaminobacter,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,unknown,Pseudaminobacter,,0.000175676,0,0.00011667,0.000229316,0.000188046,0.000208532,0.000121963,0.000132121,0.000174345,0.000411871,0,0.000165017
OTU772,Proteobacteria_Alphaproteobacteria_Rhizobiales_Phyllobacteriaceae_unknown_Thermovum,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,unknown,Thermovum,,0.000903478,0.002387257,0.000513347,0.000917263,0.000940228,0.000834128,0.000731779,0.00073988,0.001089657,0.001029678,0,0.001155116
OTU773,Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiaceae_Ensifer,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ensifer,,,0.000175676,0,0.00011667,0.000183453,0.0002955,0.000208532,0.000219534,0.000158546,0.000108966,0.000183054,0.00014243,0.000412541
OTU774,Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiaceae_Rhizobium,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,,,0.001003865,0.000381159,0.000373343,0.001926252,0.001826729,0.001787417,0.000853742,0.000581334,0.001743451,0.002608517,0.000106822,0.003135314
OTU775,Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiaceae_Shinella,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Shinella,,,0.000100386,0.000140427,0,0.000183453,0.000268637,0.000417064,0.000292711,0.000132121,0.000217931,0.000434753,0,0.000165017
OTU776,Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiaceae_unknown_Ensifer,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,unknown,Ensifer,,0.000125483,0,0,0.000252247,0.000161182,0.000297903,0,0,0.000261518,0.000205936,0.00014243,0.000330033
OTU777,Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiaceae_unknown_Kaistia,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,unknown,Kaistia,,0,0,0,0,0,0,0,0,0,0,0.00028486,0
OTU778,Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiaceae_unknown_Rhizobium,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,unknown,Rhizobium,,0.000401546,0.000160488,0.000163338,0.000596221,0.000779046,0.000804337,0.000731779,0.000317091,0.000588415,0.001052559,0.000106822,0.001155116
OTU779,Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiaceae_unknown_Shinella,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,unknown,Shinella,,0.000175676,0,0,0.000229316,0.000241773,0.000595806,0.000219534,0.00018497,0.000566622,0.000572043,0,0.000165017
OTU780,Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiales_incertae_sedis_Vasilyevaea,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales,incertae,sedis,Vasilyevaea,0.000100386,0.000100305,0,0.000229316,0.000349228,0.000476644,0.000195141,0.000211394,0.000283311,0.000503398,0,0.000330033
OTU781,Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiales_incertae_sedis_unknown_Bauldia,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales,incertae,sedis,unknown,0.00015058,0.000421281,0,0,0.000241773,0.000119161,0.000170748,0.00018497,0,0.00013729,0.00014243,0.000330033
OTU782,Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhizobiales_incertae_sedis_unknown_Vasilyevaea,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales,incertae,sedis,unknown,0,0,0,0.000389837,0.000268637,0.000446854,0.000268319,0.000158546,0.000217931,0.000251699,0,0.000577558
OTU783,Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhodobiaceae_other_Lutibaculum,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,other,Lutibaculum,,0,0,0.000163338,0,0,0.000178742,0,0.000132121,0.000108966,0,0.000961402,0
OTU784,Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhodobiaceae_other_Rhodoligotrophos,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,other,Rhodoligotrophos,,0.000175676,0,0,0.000137589,0.000161182,0.000327693,0.000195141,0.00018497,0.000239725,0.000274581,0,0
OTU785,Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhodobiaceae_other_Tepidamorphus,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,other,Tepidamorphus,,0,0,0.000140004,0,0,0,0.000195141,0,0,0,0,0
OTU786,Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhodobiaceae_unknown_Lutibaculum,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,unknown,Lutibaculum,,0.000125483,0.000341037,0.000163338,0.000206384,0.000188046,0.000297903,0,0.00018497,0.000108966,0.000114409,0.001139439,0.000330033
OTU787,Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhodobiaceae_unknown_Parvibaculum,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,unknown,Parvibaculum,,0,0,0.000186672,0,0.000214909,0,0.000146356,0.000211394,0,0,0,0
